Time,BAHADURABAD
2022-10-28T00:00:00.000000+0000,44.291
2022-10-29T00:00:00.000000+0000,33.820
2022-10-30T00:00:00.000000+0000,25.827
2022-10-31T00:00:00.000000+0000,18.899
2022-11-01T00:00:00.000000+0000,44.296
2022-11-02T00:00:00.000000+0000,59.205
2022-11-03T00:00:00.000000+0000,90.595
2022-11-04T00:00:00.000000+0000,87.740
2022-11-05T00:00:00.000000+0000,123.953
2022-11-06T00:00:00.000000+0000,134.693
2022-11-07T00:00:00.000000+0000,90.441
2022-11-08T00:00:00.000000+0000,53.698
2022-11-09T00:00:00.000000+0000,39.826
2022-11-10T00:00:00.000000+0000,30.239
2022-11-11T00:00:00.000000+0000,21.993
2022-11-12T00:00:00.000000+0000,15.693
2022-11-13T00:00:00.000000+0000,32.428
2022-11-14T00:00:00.000000+0000,64.388
2022-11-15T00:00:00.000000+0000,96.648
2022-11-16T00:00:00.000000+0000,116.752
2022-11-17T00:00:00.000000+0000,119.970
2022-11-18T00:00:00.000000+0000,97.807
2022-11-19T00:00:00.000000+0000,70.090
2022-11-20T00:00:00.000000+0000,45.301
2022-11-21T00:00:00.000000+0000,33.950
2022-11-22T00:00:00.000000+0000,26.236
2022-11-23T00:00:00.000000+0000,19.348
2022-11-24T00:00:00.000000+0000,13.650
2022-11-25T00:00:00.000000+0000,20.214
2022-11-26T00:00:00.000000+0000,37.232
2022-11-27T00:00:00.000000+0000,89.600
2022-11-28T00:00:00.000000+0000,96.360
2022-11-29T00:00:00.000000+0000,116.790
2022-11-30T00:00:00.000000+0000,129.832
2022-12-01T00:00:00.000000+0000,94.378
2022-12-02T00:00:00.000000+0000,68.866
2022-12-03T00:00:00.000000+0000,46.141
2022-12-04T00:00:00.000000+0000,33.767
2022-12-05T00:00:00.000000+0000,26.252
2022-12-06T00:00:00.000000+0000,29.796
2022-12-07T00:00:00.000000+0000,57.892
2022-12-08T00:00:00.000000+0000,68.051
2022-12-09T00:00:00.000000+0000,72.445
2022-12-10T00:00:00.000000+0000,107.499
2022-12-11T00:00:00.000000+0000,123.632
2022-12-12T00:00:00.000000+0000,136.992
2022-12-13T00:00:00.000000+0000,90.981
2022-12-14T00:00:00.000000+0000,52.685
2022-12-15T00:00:00.000000+0000,39.929
2022-12-16T00:00:00.000000+0000,30.157
2022-12-17T00:00:00.000000+0000,21.866
2022-12-18T00:00:00.000000+0000,23.822
2022-12-19T00:00:00.000000+0000,38.614
